Label,Eye_Distance,Nose_Chin_Distance,Mouth_Width
Indian,64.03124237432849,58.008620049092706,38.01315561749642
Indian,63.0,50.0,46.0
Indian,69.06518659932803,61.1310068623117,39.01281840626232
Indian,65.00769185258002,55.00909015790027,41.10960958218893
Indian,66.0,50.08991914547278,37.013511046643494
Indian,61.1310068623117,53.600373133029585,39.05124837953327
Indian,63.0,61.00819617067857,35.0
Indian,69.02897942168927,60.07495318350236,43.0
Indian,64.03124237432849,64.0,46.09772228646444
Indian,57.0,52.03844732503075,35.0
Indian,61.032778078668514,61.032778078668514,41.19465984809196
Indian,68.00735254367721,55.036351623268054,48.010415536631214
Indian,72.00694410957877,59.00847396772772,43.0
Indian,69.18092222571191,60.07495318350236,40.049968789001575
Indian,71.0,67.00746227100382,35.0
Indian,66.06814663663572,58.05170109479997,39.11521443121589
Indian,73.17103251970687,53.9351462406472,35.05709628591621
Indian,66.0,54.0,38.0
Indian,69.02897942168927,65.12296062065974,41.048751503547585
Indian,66.007575322837,62.0,44.01136216933077
Indian,66.007575322837,55.036351623268054,40.049968789001575
Indian,67.06713054842886,49.16299421312742,40.0
Indian,68.24954212300622,70.21395872616783,51.78802950489621
Indian,65.00769185258002,55.226805085936306,55.0
Indian,60.03332407921454,56.00892785976178,39.0
Indian,70.06425622241343,56.00892785976178,44.0
Indian,66.007575322837,59.135437767890075,40.049968789001575
Indian,64.00781202322104,65.00769185258002,40.01249804748511
Indian,65.0,52.03844732503075,39.0
Indian,64.07027391856539,66.03029607687671,38.0
Indian,63.00793600809346,59.0,38.01315561749642
Indian,62.07253821135398,53.08483775994799,40.049968789001575
Indian,66.12110101926616,54.230987451824994,51.15662224971465
Indian,65.03076195155643,57.14017850864661,44.10215414239989
Indian,62.07253821135398,63.071388124885914,36.05551275463989
Indian,62.00806399170998,47.853944456021594,34.058772731852805
Indian,66.06814663663572,49.09175083453431,36.013886210738214
Indian,61.032778078668514,59.033888572581766,39.05124837953327
Indian,67.00746227100382,64.03124237432849,33.0
Indian,61.29437168288782,56.32051136131489,32.0624390837628
Indian,68.26419266350405,51.15662224971465,52.03844732503075
Indian,59.07622195096772,62.00806399170998,39.01281840626232
Indian,61.00819617067857,49.040799340956916,38.01315561749642
Indian,68.00735254367721,53.46026561849464,40.0
Japanese,66.06814663663572,55.14526271584895,44.10215414239989
Japanese,67.0,53.03772242470448,37.05401462729781
Japanese,60.00833275470999,52.15361924162119,37.013511046643494
Japanese,66.03029607687671,53.03772242470448,38.0
Japanese,69.18092222571191,53.009433122794285,38.01315561749642
Japanese,67.02984409947557,56.00892785976178,40.049968789001575
Japanese,60.00833275470999,54.08326913195984,45.0111097397076
Japanese,67.00746227100382,59.07622195096772,38.118237105091836
Japanese,72.00694410957877,56.142675390472796,54.0
Japanese,67.00746227100382,55.00909015790027,39.01281840626232
Japanese,75.05997601918082,54.08326913195984,41.012193308819754
Japanese,67.0,51.0098029794274,35.014282800023196
Japanese,60.0,56.0357029044876,33.015148038438355
Japanese,67.06713054842886,63.071388124885914,40.01249804748511
Japanese,68.11754546370561,58.42088667591412,40.049968789001575
Japanese,64.03124237432849,54.00925846556311,35.014282800023196
Japanese,61.032778078668514,60.07495318350236,31.016124838541646
Japanese,67.1863081289633,57.14017850864661,33.06055050963308
Japanese,69.00724599634447,58.0,40.0
Japanese,52.009614495783374,36.013886210738214,28.0178514522438
Japanese,64.03124237432849,56.0357029044876,33.0
Japanese,60.00833275470999,54.037024344425184,33.0
Japanese,62.12889826803627,60.0,41.048751503547585
Japanese,72.06247289678588,63.12685640834652,42.0
Japanese,72.06247289678588,61.1310068623117,43.01162633521314
Japanese,68.0294054067798,56.142675390472796,37.05401462729781
Japanese,68.00735254367721,58.137767414994535,39.0
Japanese,62.39390995922599,51.78802950489621,34.36568055487916
Japanese,57.0087712549569,57.3149195236284,33.0
Japanese,67.06713054842886,50.00999900019995,47.0
Japanese,66.06814663663572,56.08029957123981,37.0
Japanese,60.0,56.00892785976178,35.0
Japanese,68.0294054067798,59.53990258641679,35.014282800023196
Japanese,67.02984409947557,60.03332407921454,38.01315561749642
Japanese,64.00781202322104,53.03772242470448,32.01562118716424
Japanese,66.007575322837,64.0,34.0147027033899
Japanese,68.06614430096654,58.008620049092706,43.01162633521314
Japanese,58.034472514187634,56.00892785976178,32.01562118716424
Japanese,63.0317380372777,56.00892785976178,37.013511046643494
Japanese,65.03076195155643,53.08483775994799,35.0
Japanese,65.03076195155643,58.034472514187634,49.0
Japanese,71.02816342831905,57.0350769263968,36.05551275463989
Japanese,64.00781202322104,58.0,36.013886210738214
Japanese,65.0,50.0,35.014282800023196
Japanese,63.00793600809346,53.009433122794285,39.01281840626232
Japanese,59.033888572581766,57.0,37.013511046643494
LatinAmerica,64.0,59.0,37.013511046643494
LatinAmerica,68.0294054067798,61.07372593840988,46.09772228646444
LatinAmerica,61.66036003787198,58.855755878248644,35.35533905932738
